item,swapped,type,name1,name2,preamble,continuation_id,continuation_class,continuation_type,continuation
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",15,event association,vp1,Which branch did she go to?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",1,lexical overlap,vp2,"She goes to other churches, too."
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",1,lexical overlap,vp2,"She goes to other churches, too."
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",2,lexical overlap,vp2,I wonder why specifically at a local church she's doing the volunteering work.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",2,lexical overlap,vp2,I wonder why specifically at a local church she's doing the volunteering work.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",3,lexical overlap,vp2,When did she start to volunteer?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",3,lexical overlap,vp2,When did she start to volunteer?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",4,lexical overlap,vp2,Are you sure she does it regularly?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",4,lexical overlap,vp2,Are you sure she does it regularly?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",5,lexical overlap,vp2,How do you know if she volunteers at a local church?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",5,lexical overlap,vp2,How do you know if she volunteers at a local church?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",6,situational inference,vp2,I find that silly because she needs to work on being a better mom.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",6,situational inference,vp2,I find that silly because she needs to work on being a better mom.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",7,situational inference,vp2,Is that to get a good reputation by her neighbors?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",7,situational inference,vp2,Is that to get a good reputation by her neighbors?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",8,situational inference,vp2,That is very thoughtful for her to spare her free time for that activity.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",8,situational inference,vp2,That is very thoughtful for her to spare her free time for that activity.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",9,situational inference,vp2,I bet that would also give her some ideas to write.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",9,situational inference,vp2,I bet that would also give her some ideas to write.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",10,situational inference,vp2,"Huh, I thought she was a cold-blooded lady."
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",10,situational inference,vp2,"Huh, I thought she was a cold-blooded lady."
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",11,event association,vp2,"Didn't her mother make donations, too?"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",11,event association,vp2,"Didn't her mother make donations, too?"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",12,event association,vp2,"She also works at an orphanage, I believe."
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",12,event association,vp2,"She also works at an orphanage, I believe."
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",13,event association,vp2,Doesn't she also run an adoption campaign?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",13,event association,vp2,Doesn't she also run an adoption campaign?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",14,event association,vp2,That's great because I think it's important to give back to the community.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",14,event association,vp2,That's great because I think it's important to give back to the community.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",15,event association,vp2,That's a good way to keep work-life balance.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",15,event association,vp2,That's a good way to keep work-life balance.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",1,lexical overlap,vp1,How did she miss the train?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",1,lexical overlap,vp1,How did she miss the train?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",2,lexical overlap,vp1,Missing a train is definitely not a good start!
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",2,lexical overlap,vp1,Missing a train is definitely not a good start!
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",3,lexical overlap,vp1,"Too bad, trains in Chicago can be quite unpredictable."
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",3,lexical overlap,vp1,"Too bad, trains in Chicago can be quite unpredictable."
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",4,lexical overlap,vp1,Well it's not just this morning.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",4,lexical overlap,vp1,Well it's not just this morning.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",5,lexical overlap,vp1,The same thing happened to me this morning.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",5,lexical overlap,vp1,The same thing happened to me this morning.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",6,situational inference,vp1,Did she ever make it to the lab?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",6,situational inference,vp1,Did she ever make it to the lab?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",7,situational inference,vp1,I thought she drives to campus.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",7,situational inference,vp1,I thought she drives to campus.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",8,situational inference,vp1,So how did she come to office?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",8,situational inference,vp1,So how did she come to office?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",9,situational inference,vp1,Did she oversleep or what?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",9,situational inference,vp1,Did she oversleep or what?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",10,situational inference,vp1,I hope she didn't have any important meetings.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",10,situational inference,vp1,I hope she didn't have any important meetings.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",11,event association,vp1,Was there a delay?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",11,event association,vp1,Was there a delay?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",12,event association,vp1,I wonder she had to wait for the next one for a long time.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",12,event association,vp1,I wonder she had to wait for the next one for a long time.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",13,event association,vp1,I bet she was rushing to the platform.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",13,event association,vp1,I bet she was rushing to the platform.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",14,event association,vp1,Did she catch the next one?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",14,event association,vp1,Did she catch the next one?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",15,event association,vp1,I hope it didn't mess up the schedule too much.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",15,event association,vp1,I hope it didn't mess up the schedule too much.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",1,lexical overlap,vp2,That's a lot of wine.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",1,lexical overlap,vp2,That's a lot of wine.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",2,lexical overlap,vp2,Well she used to have three bottles a day six months ago.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",2,lexical overlap,vp2,Well she used to have three bottles a day six months ago.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",3,lexical overlap,vp2,"Does she drink white wine, or red wine?"
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",3,lexical overlap,vp2,"Does she drink white wine, or red wine?"
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",4,lexical overlap,vp2,Every day?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",4,lexical overlap,vp2,Every day?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",5,lexical overlap,vp2,Two bottles?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",5,lexical overlap,vp2,Two bottles?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",6,situational inference,vp2,She should see a therapist.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",6,situational inference,vp2,She should see a therapist.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",7,situational inference,vp2,I wonder if that's a cry for help.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",7,situational inference,vp2,I wonder if that's a cry for help.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",8,situational inference,vp2,Is she French?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",8,situational inference,vp2,Is she French?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",9,situational inference,vp2,Maybe that's the secret for a productive life.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",9,situational inference,vp2,Maybe that's the secret for a productive life.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",10,situational inference,vp2,How is she so healthy?
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",10,situational inference,vp2,How is she so healthy?
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",11,event association,vp2,But she already drinks two cans of beer every night.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",11,event association,vp2,But she already drinks two cans of beer every night.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",12,event association,vp2,I somehow thought that she was allergic to alcohol.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",12,event association,vp2,I somehow thought that she was allergic to alcohol.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",13,event association,vp2,I should bring some cheese for her then.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",13,event association,vp2,I should bring some cheese for her then.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",14,event association,vp2,I can't even finish a glass.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",14,event association,vp2,I can't even finish a glass.
3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",15,event association,vp2,It sounds like she has an unhealthy drinking habit.
3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",15,event association,vp2,It sounds like she has an unhealthy drinking habit.
4,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",1,lexical overlap,vp1,Having a bad dream is not new to him.
4,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",1,lexical overlap,vp1,Having a bad dream is not new to him.
4,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",2,lexical overlap,vp1,He has so many dreams in general.
4,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",2,lexical overlap,vp1,He has so many dreams in general.
4,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",3,lexical overlap,vp1,"What was the dream about, do you know?"
4,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",3,lexical overlap,vp1,"What was the dream about, do you know?"
4,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",4,lexical overlap,vp1,He needs a dream catcher.
4,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",4,lexical overlap,vp1,He needs a dream catcher.
4,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",5,lexical overlap,vp1,He had a bad dream?
4,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",5,lexical overlap,vp1,He had a bad dream?
