idx,cont_type,cont_target,avg_logprob,model_name
10,situational inference,arc,-3.820928430557251,facebook_opt-350m
10,situational inference,mc,-3.8686181545257567,facebook_opt-350m
11,event association,arc,-4.290464591979981,facebook_opt-350m
11,event association,mc,-4.367831516265869,facebook_opt-350m
11,lexical overlap,arc,-4.1638556003570555,facebook_opt-350m
11,lexical overlap,mc,-4.42731294631958,facebook_opt-350m
11,situational inference,arc,-4.26611557006836,facebook_opt-350m
11,situational inference,mc,-4.426527404785157,facebook_opt-350m
12,event association,arc,-3.5047723293304442,facebook_opt-350m
12,event association,mc,-3.565414810180664,facebook_opt-350m
12,lexical overlap,arc,-3.22802677154541,facebook_opt-350m
12,lexical overlap,mc,-3.2690144538879395,facebook_opt-350m
12,situational inference,arc,-3.488026332855225,facebook_opt-350m
12,situational inference,mc,-3.4457027912139893,facebook_opt-350m
13,event association,arc,-3.5619650363922117,facebook_opt-350m
13,event association,mc,-3.6402187824249266,facebook_opt-350m
13,lexical overlap,arc,-3.2627260208129885,facebook_opt-350m
13,lexical overlap,mc,-3.8298876762390135,facebook_opt-350m
13,situational inference,arc,-3.7721328735351562,facebook_opt-350m
13,situational inference,mc,-3.633531951904297,facebook_opt-350m
14,event association,arc,-3.8854252815246584,facebook_opt-350m
14,event association,mc,-4.273098087310791,facebook_opt-350m
14,lexical overlap,arc,-3.6982094764709474,facebook_opt-350m
14,lexical overlap,mc,-3.8224279403686525,facebook_opt-350m
14,situational inference,arc,-3.9360249519348143,facebook_opt-350m
14,situational inference,mc,-4.161075639724731,facebook_opt-350m
15,event association,arc,-3.9465147495269775,facebook_opt-350m
15,event association,mc,-4.294649696350097,facebook_opt-350m
15,lexical overlap,arc,-3.9251118183135985,facebook_opt-350m
15,lexical overlap,mc,-4.025924634933472,facebook_opt-350m
15,situational inference,arc,-4.11249008178711,facebook_opt-350m
15,situational inference,mc,-3.9710160732269286,facebook_opt-350m
16,event association,arc,-3.7855098724365233,facebook_opt-350m
16,event association,mc,-3.611415719985962,facebook_opt-350m
16,lexical overlap,arc,-3.7918083667755127,facebook_opt-350m
16,lexical overlap,mc,-3.5653594493865968,facebook_opt-350m
16,situational inference,arc,-3.755967712402344,facebook_opt-350m
16,situational inference,mc,-3.6682684898376463,facebook_opt-350m
17,event association,arc,-4.4032892227172855,facebook_opt-350m
17,event association,mc,-4.54564151763916,facebook_opt-350m
17,lexical overlap,arc,-4.168422269821167,facebook_opt-350m
17,lexical overlap,mc,-4.1326987743377686,facebook_opt-350m
17,situational inference,arc,-4.341855716705322,facebook_opt-350m
17,situational inference,mc,-4.365522480010986,facebook_opt-350m
18,event association,arc,-4.1916886329650875,facebook_opt-350m
18,event association,mc,-3.9044293403625487,facebook_opt-350m
18,lexical overlap,arc,-3.878308582305908,facebook_opt-350m
18,lexical overlap,mc,-3.7661500453948973,facebook_opt-350m
18,situational inference,arc,-4.191753005981445,facebook_opt-350m
18,situational inference,mc,-4.1069599151611325,facebook_opt-350m
19,event association,arc,-4.145042991638183,facebook_opt-350m
19,event association,mc,-4.007533979415894,facebook_opt-350m
19,lexical overlap,arc,-3.930083179473877,facebook_opt-350m
19,lexical overlap,mc,-3.84340500831604,facebook_opt-350m
19,situational inference,arc,-3.7608833789825438,facebook_opt-350m
19,situational inference,mc,-4.135592842102051,facebook_opt-350m
20,event association,arc,-4.13556489944458,facebook_opt-350m
20,event association,mc,-3.9717651844024657,facebook_opt-350m
20,lexical overlap,arc,-4.210130882263184,facebook_opt-350m
20,lexical overlap,mc,-3.9441152572631837,facebook_opt-350m
20,situational inference,arc,-4.049180746078491,facebook_opt-350m
20,situational inference,mc,-3.998034429550171,facebook_opt-350m
21,event association,arc,-3.9742566108703614,facebook_opt-350m
21,event association,mc,-4.139815855026245,facebook_opt-350m
21,lexical overlap,arc,-4.139688348770141,facebook_opt-350m
21,lexical overlap,mc,-3.855970764160156,facebook_opt-350m
21,situational inference,arc,-4.185318374633789,facebook_opt-350m
21,situational inference,mc,-4.23100175857544,facebook_opt-350m
22,event association,arc,-4.086176872253418,facebook_opt-350m
22,event association,mc,-4.068327856063843,facebook_opt-350m
22,lexical overlap,arc,-3.9096453189849854,facebook_opt-350m
22,lexical overlap,mc,-3.842079257965088,facebook_opt-350m
22,situational inference,arc,-4.167881155014038,facebook_opt-350m
22,situational inference,mc,-3.910063934326172,facebook_opt-350m
23,event association,arc,-3.4866830348968505,facebook_opt-350m
23,event association,mc,-3.5130000591278074,facebook_opt-350m
23,lexical overlap,arc,-3.3031749725341797,facebook_opt-350m
23,lexical overlap,mc,-3.464405870437622,facebook_opt-350m
23,situational inference,arc,-3.441583013534546,facebook_opt-350m
23,situational inference,mc,-3.611041307449341,facebook_opt-350m
24,event association,arc,-4.0360997200012205,facebook_opt-350m
24,event association,mc,-4.101050329208374,facebook_opt-350m
24,lexical overlap,arc,-3.9274357318878175,facebook_opt-350m
24,lexical overlap,mc,-4.041821241378784,facebook_opt-350m
24,situational inference,arc,-3.9660489082336428,facebook_opt-350m
24,situational inference,mc,-4.136639881134033,facebook_opt-350m
25,event association,arc,-4.15433988571167,facebook_opt-350m
25,event association,mc,-4.069289493560791,facebook_opt-350m
25,lexical overlap,arc,-4.0625241756439205,facebook_opt-350m
25,lexical overlap,mc,-4.07216100692749,facebook_opt-350m
25,situational inference,arc,-3.9913680076599123,facebook_opt-350m
25,situational inference,mc,-4.113536834716797,facebook_opt-350m
26,event association,arc,-4.068511343002319,facebook_opt-350m
26,event association,mc,-3.8905160903930662,facebook_opt-350m
26,lexical overlap,arc,-4.056981372833252,facebook_opt-350m
26,lexical overlap,mc,-3.844734477996826,facebook_opt-350m
26,situational inference,arc,-4.042364311218262,facebook_opt-350m
26,situational inference,mc,-3.953763818740845,facebook_opt-350m
27,event association,arc,-3.7229462623596192,facebook_opt-350m
27,event association,mc,-3.5343640804290772,facebook_opt-350m
27,lexical overlap,arc,-3.5342263698577883,facebook_opt-350m
27,lexical overlap,mc,-3.507411479949951,facebook_opt-350m
27,situational inference,arc,-3.659797191619873,facebook_opt-350m
27,situational inference,mc,-3.878085136413574,facebook_opt-350m
28,event association,arc,-3.5977346897125244,facebook_opt-350m
28,event association,mc,-3.6310851097106935,facebook_opt-350m
28,lexical overlap,arc,-3.4957086563110353,facebook_opt-350m
28,lexical overlap,mc,-3.349708318710327,facebook_opt-350m
28,situational inference,arc,-3.6335638999938964,facebook_opt-350m
28,situational inference,mc,-3.71921763420105,facebook_opt-350m
29,event association,arc,-4.062966823577881,facebook_opt-350m
29,event association,mc,-4.105089473724365,facebook_opt-350m
29,lexical overlap,arc,-3.9285460472106934,facebook_opt-350m
29,lexical overlap,mc,-3.562545156478882,facebook_opt-350m
29,situational inference,arc,-3.9740915298461914,facebook_opt-350m
29,situational inference,mc,-4.056335926055908,facebook_opt-350m
30,event association,arc,-4.104953622817993,facebook_opt-350m
30,event association,mc,-4.171919155120849,facebook_opt-350m
30,lexical overlap,arc,-4.054489660263061,facebook_opt-350m
30,lexical overlap,mc,-3.955017423629761,facebook_opt-350m
30,situational inference,arc,-4.420701408386231,facebook_opt-350m
30,situational inference,mc,-4.353444766998291,facebook_opt-350m
